Title,Genre,Year,Rating,Director,Cast,Duration,Language,Country of Origin,Revenue,Budget
Catch Me If You Can,Drama,2002,7.965,Steven Spielberg,"Leonardo DiCaprio, Tom Hanks, Christopher Walken, Martin Sheen, Nathalie Baye, Amy Adams, James Brolin, Jennifer Garner, Chris Ellis, Brian Howe, Steve Eastin, John Finn, Elizabeth Banks, Ellen Pompeo, Guy Thauvette, Kitty Carlisle, Kelly McNair, Sarah Rush, Jasmine Jessica Anthony, Celine du Tertre, Frank John Hughes, Nancy Lenehan, Candice Azzara, Kaitlin Doubleday, Matthew Kimbrough, Joshua Boyd, Jonathan Dankner, Maggie Mellin, Thomas Kopache, Margaret Travolta, Jimmie F. Skaggs, Alex Hyde-White, Lilyan Chauvin, Eugene Fleming, Robert Ruth, Jennifer Manley, James Morrison, Robert Symonds, Jennifer Kan, Robert Curtis Brown, Kelly Hutchinson, Steve Witting, Wendy Worthington, Jane Bodle, J. Patrick McCormack, Brian Goodman, Ray Proscia, Sarah Lancaster, Jill Matson, Mike Baldridge, Joel Ewing, Ritchie Montgomery, Jim Antonio, Angela Sorensen, Jonathan Brent, Benita Krista Nall, Shane Edelman, Andrew Meeks, Morgan Rusler, Jane Edith Wilson, Dave Hager, Kyle Davis, Patrick Thomas O'Brien, Jaime Ray Newman, Deborah Kellner, Mercedes Cornett, Amy Acker, Robert Peters, James DuMont, Thomas Crawford, Malachi Throne, Alfred Dennis, Max Kerstein, Donna Kimball, Jan Munroe, Stephen Dunham, Brandon Keener, Anthony Powers, Lauren Cohn, Jeremy Howard, Jack Knight, Jamie Anderson, Kam Heskin, Ana Maria Quintana, Gerald R. Molen, Stan Bly, Jamie Moss, Jessica Collins, Frank Abagnale Jr., Roger Léger, Jean-François Blanchard, Mathieu Gaudreault, Guy-Daniel Tremblay, Alex Bisping, Patrice Dussault, Paul Todd, Jake Wagner, Ashley Cohen, Kelly Cohen, Ellis Hall, Steven Meizler, Fred Datig, Joe Garagiola, Dominic Bond, Jean-François Brousseau, Francis Campeau, Raphaël Cardin, Marc-Antoine Côté, Antoine Drolet-Dumoulin, Léon Dussault-Gagné, Simon Houle-Gauthier, Vincent Généreux, Sébastien Jean, Pascal Larouche, William Lauzon, Florent Legault, Jason McNally, Julien Normandeau, David Parent-Laliberté, Alexandre Pepin, Nicolas Radeschi, Jonathan René, Samuel St-Amour, Jesse Heiman, Ryan Izay, Nick Zano, Nicole Andrews, Evis Xheneti, Gina Aponte",141,en,United States of America,352114312,52000000
Dangerous Lesson,Drama,2020,5.2,Richard Kim,"Yoo Jung, Sae Bom, Sung Yeon, Seung Ha, Sang Woo, Kang Seo, Jung Won-II",85,ko,South Korea,N/A,N/A
A Whisker Away,Animation,2020,7.95,Junichi Sato,"Mirai Shida, Natsuki Hanae, Koichi Yamadera, Hiroaki Ogi, Minako Kotobuki, Kensho Ono, Susumu Chiba, Ayako Kawasumi, Sayaka Ohara, Daisuke Namikawa, Eri Kitamura, Shin-ichiro Miki, Rei Sakuma, Oolongta Yoshida, Fukushi Ochiai, Saki Yonemoto",104,ja,Japan,N/A,N/A
Logan,Action,2017,7.815,James Mangold,"Hugh Jackman, Dafne Keen, Patrick Stewart, Elizabeth Rodriguez, Boyd Holbrook, Stephen Merchant, Richard E. Grant, Stephen Dunlevy, Eriq La Salle, Elise Neal, Quincy Fouse, Al Coronel, Frank Gallegos, Anthony Escobar, Reynaldo Gallegos, Krzysztof Soszynski, Daniel Bernhardt, Ryan Sturz, Jef Groff, Brandon Melendy, Oren Hawxhurst, Jeremy Fitzgerald, Chris Palermo, Paul Andrew O'Connor, Clinton Roberts, Rocky Abou-Sakher, Keith Jardine, Jean Claude Leuyer, Andrew Arrabito, Sebastian James, Aaron Matthews, Garrett Hammond, Matt McClain, Maureen Brennan, Jason Genao, Hannah Westerfield, Bryant Tardy, Ashlyn Casalegno, Alison Fernandez, Parker Lovein, Jimmy Gonzales, Dave Davis, Lennie Loftin, Mark Ashworth, James Handy, Bryce Romero, Phi Vu, Chester Rushing, David Simpson, Lauren Gros, John Raymond, Vanessa Cloke, Doris Morgado, Katie Anne Mitchell, Lara Grice, James Moses Black, Ned Yousef, Michael Lehr, Baxter Humby, Bryan Sloyer, Daniel Hernández, John Bernecker, Evan Dane Taylor, Joe Nin Williams, Toby Holguin, Robert Wu, Panuvat Anthony Nanakornpanom, Victor Winters-Junco, Eyad Elbitar, Craig Henningsen, Han Soto, Rissa Rose Kilar, Salef Celiz, Aidan Kennedy, Nayah Murphy, Chase Cubia, Emma Teo, Vincenzo Lucatorto, Noell Jellison, Haley Glass, Ella Rowbotham, Hudson Wright, Sebeon Jackson, Kelton DuMont, Damon Carney, Cynthia Woods, Mali O'Connor, David Kallaway, Robert Vargas, David Paris, Gonzalo Robles, Tim Connolly, Mary Peyton Stewart",137,en,United States of America,619021436,97000000
The Curse of La Llorona,Horror,2019,5.701,Michael Chaves,"Linda Cardellini, Raymond Cruz, Patricia Velásquez, Roman Christou, Jaynee-Lynne Kinchen, Marisol Ramirez, Sean Patrick Thomas, Tony Amendola, Oliver Alexander, Aiden Lewandowski, Irene Keng, DeLaRosa Rivera, Madeleine McGraw, Sophia Santi, Jethan Camarena, Fontana Sim, Scarlett Black, Don Roberson, Sierra Heuermann, Paul Rodríguez, John Marshall Jones, Ricardo Mamood-Vega, Andrew Tinpo Lee",93,en,United States of America,122033739,9000000
Whiplash,Drama,2014,8.378,Damien Chazelle,"Miles Teller, J.K. Simmons, Paul Reiser, Melissa Benoist, Austin Stowell, Chris Mulkey, Nate Lang, Charlie Ian, Jayson Blair, Kavita Patil, Damon Gupton, Suanne Spoke, Max Kasch, Kofi Siriboe, C.J. Vana, Tarik Lowe, Tyler Kimball, Rogelio Douglas Jr., Adrian Burks, Joseph Bruno, Michael D. Cohen, Jocelyn Ayanna, Keenan Henson, Janet Hoskins, April Grace, Clifton 'Fou Fou' Eddie, Calvin C. Winbush, Marcus Henderson, Tony Baker, Henry G. Sanders, Sam Campisi, Jimmie Kirkpatrick, Keenan Allen, Ayinde Vaughan, Shai Golan, Yancey Wells, Candace Roberge, Krista Kilber, Stephen Hsu, Herman Johansen, Wendee Lee, Joseph Oliveira, Michelle Ruff, Daniel Weidlein",107,en,United States of America,13092000,3300000
Wrong Turn,Horror,2021,6.003,Mike P. Nelson,"Charlotte Vega, Adain Bradley, Bill Sage, Emma Dumont, Dylan McTee, Daisy Head, Matthew Modine, Vardaan Arora, Adrian Favela, Tim DeZarn, Rhyan Elizabeth Hanavan, Chaney Morrow, Cory Scott Allen, Amy Warner, Richard Hagerman, Damian Maffei, Mark Mench, David Hutchison, Chris Hahn, Valerie Jane Parker, Richard Davis, Heru Lasana, Daniel R. Hill, Brady Gentry, Daphne Matthews, Gary Ray Stearns, Jeremy Ambler, Jennie Malone, Bret Aaron Knower, Brian Searle",110,en,Germany,3777969,N/A
The Godfather Part III,Crime,1990,7.422,Francis Ford Coppola,"Al Pacino, Diane Keaton, Talia Shire, Andy García, Eli Wallach, Joe Mantegna, George Hamilton, Bridget Fonda, Sofia Coppola, Raf Vallone, Franc D'Ambrosio, Donal Donnelly, Richard Bright, Helmut Berger, Don Novello, John Savage, Franco Citti, Mario Donatone, Vittorio Duse, Enzo Robutti, Michele Russo, Al Martino, Robert Cicchini, Rogerio Miranda, Carlos Miranda, Vito Antuofermo, Robert Vento, Willie Brown, Jeannie Linero, Jeanne Savarino Pesch, Janet Savarino Smith, Tere Livrano, Carmine Caridi, Don Costello, Al Ruscio, Mickey Knox, Rick Aviles, Michael Bowen, Brett Halsey, Gabriele Torrei, Brian Freilino, Gregory Corso, Marino Masé, Dado Ruspoli, Valeria Sabel, Remo Remotti, Luigi Laezza, Giuseppe Pianviti, Santo Indelicato, Simonetta Stefanelli, Francesco Paolo Bellante, Paco Reconti, Mimmo Cuticchio, Richard Honigman, Nicky Blair, Anthony Guidera, Frank Tarsia, Diana Agostini, Jessica DiCicco, Catherine Scorsese, Ida Bernardini, Joe Drago, David Hume Kennerly, James D. Damiano, Michael Boccio, Ludovico Caldarera, R. Emmett Fitzsimmons, Salvatore Borgese, Salvatore Billa, Frank Ferrara, Gia Coppola, Joe Fontana, Richard Maldone, Tony Devon, Anton Coppola, Carmine Coppola, Ron Jeremy, F.X. Vitolo, David L. Thompson, Angelo Romero, Madelyn Renée Monti, Luciano Foti, Frank Albanese, John Abineri, Pietro Torrisi, Angelo Ragusa, Claudio Zucchet, Gianluca Petrazzi, Omero Capanna, Angelo Boscariol, Enrico Cesaretti, Aldo Formisano",170,en,United States of America,136766062,54000000
Ice Age: The Meltdown,Animation,2006,6.682,Carlos Saldanha,"Ray Romano, John Leguizamo, Denis Leary, Queen Latifah, Seann William Scott, Josh Peck, Jay Leno, Will Arnett, Chris Wedge, Peter Ackerman, Caitlin Rose Anderson, Connor Anderson, Joseph Bologna, Jack Crocicchia, Peter DeSève, Ariel Winter, Clea Lewis, Stephen Root, Nicole DeFelice, Debi Derryberry, Marshall Efron, Tom Fahn, Jason Fricchione, James Edmund Godwin, George Jacobs, Brian Scott McFadden, Jansen Panettiere, Gregory Romano, Matt Romano, Carlos Saldanha, Manoela Scarpa Saldanha, Sofia Scarpa Saldanha, Reyna Shaskan, James Sie, Cindy Slattery, Mindy Sterling, Alex Sullivan, Renée Taylor, Alan Tudyk, Claudia Besso, Madeleine Martin, Sherry Lynn, Mickie McGowan, Emily Anderson, Jack Angel, Shane Baumel, Bob Bergen, Kyle J. Bogert, Rodger Bumpass, Paul Butcher, Blanca Camacho, John Cygan, Jennifer Darling, Olivia DeLaurentis, Harrison Fahn, Bill Farmer, Crispin Freeman, Tim Kirkpatrick, David H. Kramer, Danny Mann, Laura Marano, Matt McCarthy, Laraine Newman, Jan Rabson, Zack Shada, Thomas Sharkey, Ross Simanteris, Rachel Stand, Spencer Lacey Ganus, Jess Harnell",91,en,United States of America,660998756,80000000
L'oubliée d'Amboise,Crime,2022,6.614,Sylvie Ayme,"Philippe Bas, Pauline Bression, Édouard Montoute, François-Eric Gendron, Jean-Marie Winling, Lucia Passaniti, Olivier Chantreau, Anton Rival, Agathe de La Boulaye, Victor Lalmanach, Viviana Mattei, Laurent Seron-Keller, Clément Bertani, Hélène Stadnicki, Olivia N'Ganga, Catherine Bayle",96,fr,France,N/A,N/A
Ted,Comedy,2012,6.396,Seth MacFarlane,"Mark Wahlberg, Mila Kunis, Seth MacFarlane, Joel McHale, Giovanni Ribisi, Patrick Warburton, Matt Walsh, Jessica Barth, Aedin Mincks, Bill Smitrovich, Patrick Stewart, Norah Jones, Sam J. Jones, Tom Skerritt, Bretton Manley, Ralph Garman, Alex Borstein, John Viener, Laura Vandervoort, Robert Wu, Ginger Gonzaga, Jessica Stroup, Melissa Ordway, Max Harris, Zane Cowans, T.J. Hourigan, Owen Clarke, Kristina Ellery, Katelyn Lorren, Chanty Sok, Sarah Fischer, Cassie Djerf, Joe Siriani, Pat Shea, Josh Duvendeck, Chris Cox, Henry Penzi, Tania Cabrera, Colton Shires, Viera Andrea Moya, Heajee Kim, Lydia Hannibal, Shawn Thornton, Eric Weinstein, Danny Smith, Mike Nikitas, Robin Hamilton, Mike Henry, Johnny Lee Davenport, Chris Everett, Tara Strong, Ted Danson, Ryan Reynolds, Olivia Jordan, Alexandra Creteau, Emmalyn Anderson, John Franchi, Ronald Boone, Paul Campbell",107,en,United States of America,549368315,50000000
Mad Max: Fury Road,Action,2015,7.573,George Miller,"Tom Hardy, Charlize Theron, Nicholas Hoult, Hugh Keays-Byrne, Riley Keough, Zoë Kravitz, Rosie Huntington-Whiteley, Abbey Lee, Courtney Eaton, Josh Helman, Nathan Jones, John Howard, Richard Carter, Iota, Angus Sampson, Jennifer Hagan, Megan Gale, Melissa Jaffer, Melita Jurišić, Gillian Jones, Joy Smithers, Antoinette Kellerman, Christina Koch, Jon Iles, Quentin Kenihan, Coco Jack Gillies, Chris Patton, Stephen Dunlevy, Richard Norton, Vincent Roxburgh, John Walton, Ben Smith-Petersen, Russ McCarroll, Judd Wild, Elizabeth Cunico, Greg Van Borssum, Rob Jones, Sebastian Dickins, Darren Mitchell, Crusoe Kurddal, Shyan Tonga, Cass Comerford, Albert Lee, Ripley Voeten, Riley Paton, Maycn Van Borssum, Hunter Stratton Boland, Nathan Jenkins, Fletcher Gill, Whiley Toll, Ferdinand Hengombe, Gadaffi Davsab, Noddy Alfred, Jackson Hengombe, Christian Fane, Callum Gallagher, Abel Hofflin, Lee Perry, Hiroshi Kasuga",121,en,Australia,378858340,150000000
Psychosexual,Thriller,2022,2.0,Marco Vélez Esquivia,"Estefania Piñeres, Jacques Toukhmanian, Raúl Ocampo, Andrea Esquivel, Walter Luengas, Jenny Gómez, Diana Ángel, Alejandra Villafañe, Connie Sperakis, Evan Sudarsky, Miguel González, Shany Nadan, María Andrea Gómez, Laura Junco",93,es,Colombia,N/A,N/A
Below Her Mouth,Drama,2017,6.819,April Mullen,"Erika Linder, Natalie Krill, Sebastian Pigott, Mayko Nguyen, Tommie-Amber Pirie, Melanie Leishman, Andrea Stefancikova, Daniela Barbosa, Elise Bauman, Jocelyn Hudon, Karl Campbell, Anastasia Marinina, Ian Matthews, John White, Jennifer Krukowski, Dawne Furey, Aneesa Badshaw",92,en,Canada,33673,N/A
Constantine: The House of Mystery,Animation,2022,6.96,Matt Peters,"Matt Ryan, Ray Chase, Robin Atkin Downes, Camilla Luddington, Damian O'Hare, Grey DeLisle, Lou Diamond Phillips",27,en,United States of America,N/A,N/A
November,Thriller,2022,7.342,Cédric Jimenez,"Jean Dujardin, Anaïs Demoustier, Sandrine Kiberlain, Jérémie Renier, Lyna Khoudri, Cédric Kahn, Sofian Khammes, Sami Outalbali, Stéphane Bak, Raphaël Quenard, Jérémy Lopez, Victoire Du Bois, Sophie Cattani, Sarah Afchain, Lyes Kaouah, Hugo Dillon, Darren Muselet, Annabelle Lengronne, Quentin Faure, Hocine Choutri, Alain Cauchi, Jean-Yves Berteloot, Laurent Maurel, Christian Benedetti, Julien Sibre",105,fr,Belgium,N/A,17700000
Legend Quest: The Origin,Animation,2021,8.247,Ricardo Arnaiz,"Bruno Bichir, Paola Ramones, Eduardo España, Mayte Cordeiro, Annie Rojas",90,es,Mexico,N/A,N/A
Virgin Forest,Thriller,2022,5.6,Brillante Mendoza,"Sid Lucero, Vince Rillon, Angeli Khang, Kat Dovey, Rob Guinto, Alma Moreno, Allan Paule, Micaella Raz, Aica Veloso, Aivy Rodriguez, Allison Smith, Joan Lacrete, Steph Deñoso, Jessa Mae Conson, Markki Stroem, Germaine De Leon, Greg Hawkins, Erlinda Villalobos, Jao Mapa, Julio Diaz, Sarah Jane Abad, Rhoelle Angela Mamorno, Brianne Raphaelle Mae Dela Luna, Richard Solano, Chloe Jenna, Millen Gal, Hershie de Leon, Tisha Merco, Trixie Marquez, Arrian Labios, Zhellany Hernandez, Roilan Bogie Alvarez III, Analiah Dominique Macalinao, Ivan Josh Hidalgo, Marcelo Matibag, Florencia Matibag, Ohanna Ciamel Bonado, Sonny Bonado, Enrique Serwelas Jr., Ronilo Recio Jr., Aldrich Daluz, Mark Lester Abanilla, Gelo Suarez, Jerome Landicho, Lawrence Biding, Kenneth Villela, John Raeven Ramos, Allen Cabujat, Wendel Sangalang, Jonel Buesing, Marwin Fontanel, Jojo Gonzales, Jaymark Labaja, Maximo Gajano, Isagani Landicho, Oscar Linab, Mark Kenneth Reyes, Lawrence Asilo, Crisanto Melo Jr., Beatrice Aviah Bonado, Elizabeth Matibag, Ashley Diana Matibag, Gerick Matibag, Emmanuel Matibag, Flory Matalog, Mharc Joefry Matalog, Kier Jaerus Matalog, Freia Jurene Matalog, Althea Aguila, Marlon Guevarra, Lhudy Caliwag, Pamela Kaye Mausig, Ruvy Anne Hernandez, Lorenzo Palmones Batalla Jr., Naneth Dela Rosa, Bebeth Marco, Alexander Catayas, Grace Abel, Von Ave Gaba, Generoso Hernandez, Mario Jordan, Manuel Laureano, Jayson Laureta, John Eric Caunca, Jose Victor Fetizanan, Christian Karl Labaguis",113,tl,Philippines,N/A,N/A
Call Me by Your Name,Romance,2017,8.175,Luca Guadagnino,"Armie Hammer, Timothée Chalamet, Michael Stuhlbarg, Amira Casar, Esther Garrel, Victoire Du Bois, Vanda Capriolo, Antonio Rimoldi, Elena Bucci, Marco Sgrosso, André Aciman, Peter Spears, Andrew Duncan Hinojosa",132,en,Brazil,43143046,4000000
Delicious Room Salon Service,Romance,2018,6.75,Jo Tae-ho,"Kim Hee-jeong, Yoon Da-hyun, Choi Chul-min",66,ko,South Korea,N/A,N/A
Inexorable,Thriller,2022,5.9,Fabrice Du Welz,"Benoît Poelvoorde, Alba Gaïa Bellugi, Mélanie Doutey, Anaël Snoek, Jackie Berroyer, Catherine Salée, Janaïna Halloy Fokan, Sam Louwyck, Tania Garbarski, David Murgia",98,fr,Belgium,N/A,N/A
Bad Boys for Life,Thriller,2020,7.151,Adil El Arbi,"Will Smith, Martin Lawrence, Paola Nuñez, Vanessa Hudgens, Alexander Ludwig, Charles Melton, Kate del Castillo, Nicky Jam, Joe Pantoliano, Theresa Randle, Jacob Scipio, Michael Bay, DJ Khaled, Jay Dubb, Happy Anderson, Bianca Bethune, Dennis Greene, Lisa Ann Hadley, Gissette E. Valentin, Rose Bianco, Edelia Merida, Jasmin Lawrence, Shacai O'Neal, Carlos Guerrero, Massi Furlan, Chick Bernhard, Jennifer Badger, Jeff J.J. Authors, Keith Wheeler, Brandi Cohen, Jay Amor, Yessenia Hernandez, Anthony Molinari, Ivo Nandi, David Shae, Eduardo Rosario, Rory Markham, Brad Sanders, Damien Butler, Bilall Fallah, Norma Alvarez, Adil El Arbi, Christina Christensen, Nahima Bicelis, Erroll Castrillo, Kial Butler, Sharon Pfeiffer, Porshia C. Joseph, Ellison Kendrick, Davis Aguila, Athena Akers, Adrian De Armas, Laura Ault, Misty Autery, James William Ballard, Austin Bollinger, Mario 'Vocol' Booker, Thomas Brag, Troy Brenna, Sergio Briones, Landon Brooks, Ruben E.A. Brown, Lauren Buglioli, Ricardo Burgos, Santos Caraballo, Matthew Carter, Joe Crosson, Ellen Marguerite Cullivan, LeBron Daniel, José Alfredo Fernandez, Darin Ferraro, Fred Galle, Joseph Giambrone, Derrick Gilbert, Jenin Gonzalez, Wil Gonzalez, Steve Heinz, Elvia Hill, Cal Johnson, Julia Kay, Melissa Kennemore, Tony Kim, D.L. Lewis, Josue Louis-Charles, Hans Marrero, Ryan L. Price, Scott Rapp, Ashae Reagan, Felicia M. Reyes, Manuel Rivera, London Seabreeze, Pedro Tavarez Jr., Robert Tinsley, Emily Towles, Joseph Velez, Jamil C. Winston",124,en,United States of America,426505244,90000000
Spirit Untamed,Animation,2021,7.4,Elaine Bogan,"Isabela Merced, Julianne Moore, Marsai Martin, Mckenna Grace, Walton Goggins, Jake Gyllenhaal, Gary A. Hecker, Eiza González, Andre Braugher, Lucian Perez, Joe Hart, Alejandra Blengio, Bridget Hoffman, Jerry Clarke, Gino Montesinos, Gary Anthony Williams, Renie Rivas, Lew Temple, Eric Tiede",88,en,United States of America,17635215,30000000
House Party,Comedy,2023,6.4,Calmatic,"Jacob Latimore, Tosin Cole, Karen Obilom, D.C. Young Fly, Shakira Ja'nai Paye, Melvin Gregg, Allen Maldonado, Rotimi, Kid Cudi, Mýa, Irie Soule, Tamera Kissen, Andrew Santino, Chinedu Unaka, Jamar Malachi Neighbors, Teddy Ray, Zeus Ley, Bill Bellamy, Nakia Burrise, Renata Walsh, LeBron James, Carlos Davis, Lester Purry, Timothy Harris, Jasmin Brown, Christopher Wolfe, Anthony L. Fernandez, Randy Irwin, Jalen Mckoy, Lewis Belt, Aaron Frazier, Barry Diamond, Atticus Batacan, Dominique Willingham, Duane Finley, Tyler Thomas Moore, Fred Schuyler, Conrad Garcia, Watts Homie Quan, Harrison Knight, Demarco M. Davis, Walter Jones, GaTa, Snoop Dogg, Terius 'Juvenile' Grey, Tinashe, Dolly Gray, Carl Anthony Payne II, Tristan Thompson, Lil Wayne, Odell Beckham Jr., Mark Cuban, Kazi, Jamal Olori, Christopher Reid, Christopher Martin, Anthony Davis, Lena Waithe, Hit-Boy, Big Sean, Karrueche Tran, Aviel Ayoung, Conrad E. Hilton, Druski, DJ Hed",100,en,United States of America,N/A,N/A
Black Water: Abyss,Horror,2020,5.171,Andrew Traucki,"Jessica McNamee, Luke Mitchell, Amali Golden, Benjamin Hoetjes, Anthony J. Sharpe, Louis Toshio Okada, Rumi Kikuchi, Anna Kubat, Nicole Collett, Stu Kirk, Troy Black, Damien Blewett, Isabella Sheehan, Glenn Adams, Myra Stoertzer, J' Ma",98,en,Australia,1117982,N/A
The Devil Wears Prada,Comedy,2006,7.382,David Frankel,"Anne Hathaway, Meryl Streep, Emily Blunt, Stanley Tucci, Simon Baker, Adrian Grenier, Tracie Thoms, Rich Sommer, Daniel Sunjata, David Marshall Grant, James Naughton, Tibor Feldman, Rebecca Mader, Jimena Hoyos, Gisele Bündchen, George C. Wolfe, John Rothman, Stephanie Szostak, Colleen Dengel, Suzanne Dengel, Heidi Klum, Valentino Garavani, Bridget Hall, Ines Rivero, Alyssa Sutherland, Robert Verdi, Paul Keany, David Callegati, Rori Cannon, Stan Newman, James Cronin, Eric Seltzer, Lindsay Brice, Steve Benisty, John Graham, Wells Dixon, Ilona Alexandra, Frank Anello, Alexander Blaise, Marie Brandt, Carl Burrows, Dono Cunningham, Guy A. Fortt, Alexie Gilmore, Toree Hill, Vivian Kalinov, Tim Krueger, Hector Lincoln, Nina Lisandrello, Zev McAllister, Denis McKeown, Mateo Moreno, Matt Murray, Ingrid Sophie Schram, Bobby Shue, Brandhyze Stanley, Jen Taylor, Taylor Treadwell, Donatella Versace, Lauren Weisberger, Laura D. Williams",109,en,France,326551094,35000000
The Book of Daniel,Fantasy,2013,7.25,Anna Zielinski,"Robert Miano, Andrew Bongiorno, Lance Henriksen, Kevin McCorkle, Rolf Saxon, Peter Kluge, Liam Matthews, Ben Maccabee, Alice Amter, Philip Anthony-Rodriguez, Kevin Blake, Drew Cardillo, Francesco Curá, Alton Denmore, Anthony L. Fernandez, Gallagher",88,en,N/A,N/A,N/A
Don't Breathe 2,Thriller,2021,7.198,Rodo Sayagues,"Stephen Lang, Brendan Sexton III, Madelyn Grace, Stephanie Arcila, Rocci Williams, Bobby Schofield, Adam Young, Fiona O'Shaughnessy, Steffan Rhodri, Diaana Babnicova, Christian Zagia, Ron Rogell",98,en,United States of America,53785551,10000000
"Josee, the Tiger and the Fish",Animation,2020,8.38,Kotaro Tamura,"Taishi Nakagawa, Kaya Kiyohara, Yume Miyamoto, Kazuyuki Okitsu, Lynn, Chiemi Matsutera, Shintarou Moriyama, Lily",98,ja,Japan,N/A,N/A
Mobile Suit Gundam Hathaway,Animation,2021,7.4,Shuko Murase,"Kensho Ono, Reina Ueda, Junichi Suwabe, Soma Saito, Atsumi Tanezaki, Kenjiro Tsuda, Toru Furuya, Shunpei Kusano, Atsuko Sakuraoka, Eiji Yoshitomi",96,ja,Japan,N/A,N/A
Rye Lane,Romance,2023,7.4,Raine Allen-Miller,"David Jonsson, Vivian Oparah, Poppy Allen-Quarmby, Simon Manyonda, Benjamin Sarpong-Broni, Karene Peter, Malcolm Atobrah, Alice Hewkin, Levi Roots, Gary Beadle, Llewella Gideon, Delroy Brown, Omari Douglas, Yasmin Al-Khudhairi, Marva Alexander, Munya Chawawa, Andrew Francis, Sandra Daley, Rohan Rakhit, Michael Dapaah, Charlotte Melia, Blue Lab Beats, Alex Blake, Ghetto Boy, Aaron Chetty, Soph Galustian, Charlie Knight, Paul Jordan, Amir Jamal, Eliah Ibazebo, Anthony Mackenzie, Greg Mackenzie, Caroline Mabey, Luke Dewulff Booth, Kazuyo Enomoto, Colleen Allen, Beri Ann-Miller, Josie Coster, Sharan Hunjan, Elizabeth Grunberger, Peter Braddock, Dipali Limbachia, Renford Warmington, Tashienna Bookal, Robin Yu, Abe Valentino, Jawden Hamzie, Tyler Davis, Tyra-Anais Davis, Serena Dhanak, George Taylor, Scott Hillier, Troy Hewitt, Fredrik Ferrier, Cain Aiden, Bikramjit Gurm, Esme Molly, Colin Firth, Raine Allen-Miller",82,en,United Kingdom,N/A,N/A
